Owner name,Agency name,Email,Address,Telephone,Telephone 2,Thumbnail image URL
"Mr. Inam Abdullah Mohsin, Proprietor",I Am International,iaminter2000@gmail.com,"107,MOTIJHEEL B/A(8TH FLOOR),DHAKA",01942204426, 01511636764,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174480/OwnerPhoto_Photo I Am International20230220.jpg
"Mr. Syed Md. Balal Hossain, Proprietor",S Three Travels & Tours,ms.s3tradeinternational@gmail.com,"67/1, Paltan China Town, Room No-E-14/3(Level-13), East Tower, Naya Paltan, Dhaka-1000.",['01827501340'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174481/OwnerPhoto_img022.jpg
"Mrs. Zulfa Ara Begum, Proprietor",Global Trade Link,globaltradelink558@gmail.com,"14/1, The Emporim Baban, Shyamoli, Mirpur Road, Adabor, Dhaka-1207.",['01855898992'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174482/OwnerPhoto_Photo.jpg
"Mr. Mohammad Saleh Ahammed, Director",Golden Galaxy Tours and Travels Private Limited,goldendhaka22@gmail.com,"Rahmania International Complex (4th Floor), Suite # 6, 28/1/C, Toyenbee Circular Road, Motijheel C/A, Dhaka-1000",01616685112, 01612660099,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174483/OwnerPhoto_OwnerPhoto_Saleh.png
"Mr. Masud-Ur-Rashid, Proprietor",Shopno Tour,shopnotourbd@gmail.com,"Green Square, 1/B (Level 2A), Road-8, Gulshan-1, Dhaka-1212",['01708154781'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174484/OwnerPhoto_img016.jpg
"Mr. Sana Ullah, Proprietor",Al Islah Air Travels,alislahairtravels@gmail.com,"56 Shantinagar, 4th Floor, South Side, Dhaka.",01977357742, 01979492515  *,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174485/OwnerPhoto_img061.jpg
"Mr. Mamunur Rashid, Proprietor",Green Bangla Travels and Tours,greenbanglatravelsandtours@gmail.com,"306, 307 NEW ORIENTAL SHOPPING CENTER BANDOR BAZAR, SYLHET",['01744892394'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174486/OwnerPhoto_Screenshot_1.png
"Mr. Golam Robbani, Proprietor",Alvera Air International,alveraairinternational@gmail.com,"53, DIT Extension Road (3rd Floor), Nayapaltan, Dhaka-1000",01721185367, 07611341120,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174487/OwnerPhoto_Untitled.png
"Mr. Jahangir Alam, Proprietor",J. K Air International,jahangirkader@gmail.com,"Shatabdi Centre, 17/L (17th Floor), 292, Inner Circular Road, Fakirapool, Motijheel, Dhaka-1000",['01814909784'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174488/OwnerPhoto_OwnerPhoto_Untitled.jpg
"Mr. Muhammed Solaiman, Managing Director",M. S. Travels and Tours Ltd.,muhammedsolaiman75@gmail.com,"37/2, Purana Paltan, 6/B, Faynaz Apartment (6th Floor), Dhaka-1000",['01842023982'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174489/OwnerPhoto_Photo M S Travels & Tours20230219.jpg
"Mr. Abdur Rashid Sikder, Proprietor",Al Sahara Tours & Travels,alsahara24@gmail.com,"Room No-10/12-13, Eastern View (10th Floor), 50, DIT EX. Road, Nayapaltan, Fakirpool, Dhaka-1000",['01819213361'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174490/OwnerPhoto_Al Sahara Tours & Travels photo20230601_16165521.jpg
"Mr. Nazmul Hossain, Managing Partner",Bellal Tours & Travels,nazmul89704@gmail.com,"291, Fakirapool, Jamidar Palace (8th floor) Dhaka-1000",['01713273285'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174491/OwnerPhoto_Photo Bellal Tours.jpg
"Mr. Mainul Ahad Shawon, Proprietro",Fly Ahad Aviation,shawon.utt@gmail.com,"Azad Center, 55, Purana Paltan, Level-11, Suite-11/F, Dhaka-1000",['01741798644'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174492/OwnerPhoto_Photo Fly Ahad Aviation20230219.jpg
"Mr. Md. Manik Hossain, Proprietor",Ananda Travels & Tours,anandatravels1976@gmail.com,"292 Inner Circular Road, Shatabdi Center, Room-11/G, Fakirapool, Motijheel, Dhaka-1000",['01819133757'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174493/OwnerPhoto_Photo Ananda Travels & Tours20230220.jpg
"Mr. Sheikh Mustakim, Proprietor",Dream Destination,mustakim@dreamdestination.biz,"2 No Harunabad Road 89-91(Ist Floor) Mirpur-12, Pallabi, Dhaka-1216",['01713048044'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174494/OwnerPhoto_Photo Dream Destination20230220.jpg
"Mr. Md. Arifur Rahman, Proprietor",Arosh Air Travels,rahmanarifur1981@gmail.com,"50, Eastern View Commercial Complex (5th Floor), DIT Extension Road, Nayapaltan, Dhaka-1000",01715962765, 01819443604,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174495/OwnerPhoto_Photo Arosh Air Travels20230219.jpg
"Mr. Md Jahangir Alam, Proprietor",Rojata Air Travels,rojataair@gmail.com,"120, DIT Extension Road, Habibullah Mansion(2nd Floor), Fakirapool, Paltan, Dhaka-1000",['01976510726'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174496/OwnerPhoto_Photo Rojata Air Travels20230219.jpg
"Mr. Saiful Islam, Prorpietor",Green Air,greenairintr@gmail.com,"67/1, Naya Paltan, Paltan China Town (Room # E-7/1, 5th Floor), Dhaka-1000",01757999631, 01760094467,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174497/OwnerPhoto_Photo Green Air20230220.jpg
"Mr. Md Zobaer Ahmed, Managing Partner",VISA EXPERT BD,office.vebd@gmail.com,"Room No. 704-B,6th Floor, Mahabub Plaza (Beside Sezan Point), 4/A Indira Road, Farmgate, Dhaka - 1215",['01958543543'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174498/OwnerPhoto_Photo Visa Expert BD20230219_0001.jpg
"Mr. Rabindra Nath Karmaker, Proprietor",Renaissance Travels and Tours International,renaissancetourstravels@gmail.com,"House No. 20, Road No. 07, (1st Floor), Dhanmondhi, Dhaka.",['01676491693'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174499/OwnerPhoto_Photo renaissance travels & tours20230220.jpg
"Mr. Md. Habibur Rahman, Managing Director",Muslim Aviation Ltd.,muslimaviation@gmail.com,"Harinachala, Parijth, Konabari, Gazipur.",['01715840873'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174500/OwnerPhoto_Photo Muslim Aviation Ltd20230220.jpg
"Mr. Tanvir Ahmed Didar, Proprietro",Nusuki,nusukibd@gmail.com,"218, Shahid Syed Nazrul Islam Sharani, (45 Topkhana Road)Tropicana Tower, 2nd Floor, Suit-F2, Dhaka-1000.",['01715248942'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174501/OwnerPhoto_Photo Nusuki20230220.jpg
"Mr. Md. Kamal Hossain, Proprietor",Banga Raja Travels Service,demo-0c2e1acb-a8ef-4f9d-8697-16aa1aac6bcb@gmail.com,"65,Nayapaltan, Islam Tower (Gr,floor), Dhaka",['01711532140'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174502/OwnerPhoto_Photo Banga Raja Travels Service20230219.jpg
"Mr. Md Saddam Hossain, Proprietor",Global Travels Bangladesh,globaltravelsbd22@gmail.com,"Rupsha Tower, Flat # B-13, Plot # 07, Road # 17, Banani C/A, Dhaka-1213",['01766682411'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Anisur Rahman Shanto, Proprietor",Tulip Air Travels,tulipairtravels@gmail.com,"65, Naya Paltan, Islam Tower (1st Floor), Dhaka-1000",['01812905090'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174504/OwnerPhoto_Photo Tulip Air Travels20230219.jpg
"Mr. Md. Shiful Islam, Proprietor",Sheba Tours and Travels,sheba.tours22@gmail.com,"Sheba Nurjahan Eyecon Center (10th Floor) 60, Purana Paltan, Dhaka-1000",['01711347785'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174505/OwnerPhoto_Photo Sheba Tours and Travels20230220.jpg
"Mr. Raju Ahmed, Proprietor",R Flight Zone,info@rflightzone.com,"68-69 Suite-D/5, 4th Floor Concept Tower, Green Road, Dhaka-1205",01999562590, 01717505807,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174506/OwnerPhoto_Photo R Flight Zone20230219.jpg
"Mr. Md Waliul Hasan, Proprietor",E T C - ELEVATED TRAVEL CORPORATION,etctravelsme@gmail.com,"119, Kazi Nazrul Islam Avenue, Dhaka (Hotel Intercontinental Dhaka, Building No-03, BSL Office Complex, 2nd Floor, 1 No. Minto Road, Dhaka-1000).",01865002303, 01711025870,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174507/OwnerPhoto_Photo ETC-Elevated Travel20230219.jpg
"Mr. Md Omar Faruk, Managing Director",Bdesh Travels & Consultancy Ltd.,info@explorebdesh.com,"Rupayan Centre (15th Floor), 72, Mohakhali, Dhaka",['01815497697'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174508/OwnerPhoto_Photo Bdesh Travels & Consultancy 20230219.jpg
"Mr. Md. Moin Uddin, Managing Partner",Iqra Holidays,iqraholidays2022@gmail.com,"House # H-89/2, Siraj Tower, Level # 5, Kakoli, Banani, Dhaka-1213",['01712093738'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174509/OwnerPhoto_Photo Iqra Holidays20230220.jpg
"Mr. Kamruzzaman Talukder, Proprietor",Eagle International Travels,eagleintt@gmail.com,"Azad Center, 55, Purana Paltan, Room #B-11 (Lift-11), Dhaka-1000",['01855154175'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174510/OwnerPhoto_Screenshot_2.png
"Mr. Md. Mohsin, Proprietor",EPAL TRAVELS & CONSULTANCY,epaltravel.bd@gmail.com,"Feroza Tower-91/B, (9th Floor), D. I. T. Road, Khilgoan, Chowdhurypara, Dhaka-1219.",['01724510237'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174511/OwnerPhoto_Photo Epal Travel & Consultancy20230220.jpg
"Mr. Md Mamunur Rashid, Proprietor",M & N Holidays,mandnholidays@gmail.com,"House # Kha-12/2 (3rd Floor), Shahjadpur, Progoti Shoroni, Gulshan, Dhaka-1212",['01312126542'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174512/OwnerPhoto_Photo M & N holidays20230220.jpg
"Mr. Muhammad Parvez Jahan, Proprietor",Kuddus Overseas,jahanmmcl@gmail.com,"66, DILKUSA B/A CHAND MENSION (6TH FLOOR), DHAKA-1000",['01866664444'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174513/OwnerPhoto_Photo Kuddus Overseas20230220.jpg
"Mr. Masud Rana, Proprietor",Future Horizon Travels & Tours,futurehorizon2022@gmail.com,"Ka-50/2, Jagannathpur, Shahid Abdul Aziz Sarak, Pragati Sarani, Vatara, Dhaka-1229",['01716773211'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174514/OwnerPhoto_Photo Future Horizon Travels & Tours20230220.jpg
"Mr. Suruzzaman Shamim, Proprietor",Al Bismillah Travels,albismillah.textile@gmail.com,"Muktijoddha Shopping Complex, 1/A Ashkona, Dakshin Khan, Dhaka-1230",01615333333, 01714095999,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Zaker Ahmed CHowdhury, Proprietor",Air Connection International Chattogram,airconnectionint.ctg@gmail.com,"86/57 Shekh Farid Market (1st Floor), Sholoshahar, 2 No. Gate, P.O: P.T.I-4209, P.I: Panchlaish, Chattogram",['01715755387'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174516/OwnerPhoto_Screenshot_2.png
"Mr. Muhammad Jamil Uddin, Proprietor",Global Tour & Travel Express Co.,inf.gttec@gmail.com,"Global Tours & Travel Express Co., 95, Commercial Court, Agrabad, Chattogram.",['01847174747'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174517/OwnerPhoto_Screenshot_1.png
"Mr. Abul Kasem, Proprietor",Shahjalal International Travels,kashem2285@gmail.com,"86/61 Sheikh Farid Market (1st floor), Sholashahar 2no Gate, East Nasirabad, Chittagong.",['01817228503'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174518/OwnerPhoto_Screenshot_1.png
"Mr. Mohammed Emros Uddin Mamun, Proprietor",Fatikchhari Tours and Travels,fatikchharitravels@gmail.com,"Ananda Tower (1st Floor), Jhanker More, Nazirhat Pouroshava, Fatikchari, Chattogram",01818135588, 01819169904,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174519/OwnerPhoto_Screenshot_1.png
"Mr. Jamal Uddin, Proprietor",Boss International,jamal30477@gmail.com,"Level-6, (6th Floor), West world Shopping City, Zindabazar, Sylhet.","['01715039547', ' 01710985208', ' 01712973387']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174520/OwnerPhoto_Screenshot_1.png
"Mr. Md Ziaul Haque, Proprietor",Tamamah Overseas,tamamahoverseas@gmail.com,"HAZI NOWAB ALI MARKET,SUBHANIGHAT, SYLHET",['01723212299'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174521/OwnerPhoto_Screenshot_1.png
"Mr. Md Fakhrul Islam, Proprietor",Al Hasana Travels & Tours,mfis0907@gmail.com,"606, 6th Floor, Rangmahal Tower, Bandar Bazar, Sylhet",['01322886750'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174522/OwnerPhoto_Screenshot_1.png
"Mr. M K Soleman Ahmed, Proprietor",New Kazi Travels,newkazitravels@gmail.com,"office No. 10, 3rd Floor. Golden Tower, Amberkhana, Sylhet.",01712374620, 01711804949,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174523/OwnerPhoto_Screenshot_1.png
"Mr. Mohammed Hifjur Rahman, Proprietor",M S Madina Travels & Tours,info@madinagroup.co.uk,"38,39 GOLDEN TOWER, (GROUND FLOOR), AIRPORT ROAD, AMBOKHANA, SYLHET.",['01722291047'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174524/OwnerPhoto_Screenshot_1.png
"Mr. Shaheen Alam Joy, Proprietor",Fly Air,flyairservice24@gmail.com,"42-43, Siddheswari Circular Road, Treasure Island (3rd Floor), Shantinagar, Dhaka-1217.",['01325188215-17'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174525/OwnerPhoto_WhatsApp Image 2023-02-23 at 5.17.37 PM.jpeg
"Mr. Saleh Ahammed, Partner",Prince Travels & Tours,pttsep22@gmail.com,"Room no-5/2-3, Eastern Trade Center (5th Floor), 56 New Paltan ( VIP Road) Dhaka-1000",['01795713840'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174526/OwnerPhoto_WhatsApp Image 2023-02-23 at 4.54.48 PM.jpeg
"Mr. Wahidur Rahman, Proprietor",Mak Holidays,makholidays1@gmail.com,"51/1, Naya Paltan, VIP Tower, 12-F, Dhaka-1000",['01815575534'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_174527/OwnerPhoto_Screenshot_2.png
"Md.Manzur Kader Suman, Proprietor",Aurin Air International,mksumon1980@gmail.com,"60, Naya Poltan(3rd Floor), Opposite Palton Thana,Islam Tower Goli,Nayapoltan ,Dhaka-1000.",['01879161493'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184525/OwnerPhoto_Screenshot_1.png
"Mr. Salman Bin Rashid Shah Sayeem, Managing Director",FEBD Ltd.,accounts@flightexpert.com,"Suit: 25-B2, Level: 26, City Centre, 90/1, Motijheel C/A, Dhaka-1000, Bangladesh , Dhaka",['01730710434'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184526/OwnerPhoto_Screenshot_1.png
"Lion Tajia Ahmed	, Proprietor",United International Travels,demo-075e54c9-6801-45e8-b346-5a8df12f9638@gmail.com,"126, Motijheel / A, Dhaka-1000",01819216588, 01719785888,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184527/OwnerPhoto_31.jpg
"Mr. Md. Abdul Wahab, Proprietor",Air Birds International,wahabiub@gmail.com,"37/1 Segun Bagicha, Old-345,Dhaka-1000",['01787733874'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184528/OwnerPhoto_Screenshot_2.png
"Mr. Mohammad Jahangir Alam, Proprietor",Rafi International,rafiinternational.ctg@gmail.com,"49 No Shop, Royal Plaza (3rd Floor), CDA Market, Riaz Uddin Bazar, Chattogram",['01860387085'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184529/OwnerPhoto_WhatsApp Image 2023-02-25 at 10.59.26 AM.jpeg
"Mr. Mohammad Abdur Rahman, Proprietor",Bagdad Travels,bagdadtravels@gmail.com,"Madina Market 1st Floor, Muradpur, Panchlaish, Chattogram.",['01886911786'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184530/OwnerPhoto_WhatsApp Image 2023-02-25 at 3.04.17 PM.jpeg
"Mr. Didarul Islam Khan, Proprietor",Shane Mostafa Travels Hajj Kafela,shanemostafatravels@gmail.com,"108, Madina Tower, 171/177, College Road, Olikha Moshjid Moor, Chawkbazar, Chattogram.",01815506026, 01836714760,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184531/OwnerPhoto_WhatsApp Image 2023-02-23 at 9.30.56 PM.jpeg
"Ms. Tanjina Akther, Partner",Ms Tasnim Enterprise,tasnimenterprise061@gmail.com,"R.K.Complex(2nd Floor), M. Saifur Rahman Road, Moulvibazar Sadar.",['01773000743'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184532/OwnerPhoto_WhatsApp Image 2023-02-25 at 11.14.42 AM.jpeg
"Mr. Ahsan Ullah, Proprietor",Sky Mohakuma Air Travels & Tours,ahasanullah456@gmail.com,"162, Shahid Syed Nazrul Islam Sharani, Suleman Plaza (4th Floor), Purana Paltan, Dhaka-1000.",['01720081907'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184533/OwnerPhoto_Screenshot_3.png
"Mr. Golam Mahfuz Chowdhury Pavel, Managing Director",Four Trip Limited,4tripltd@gmail.com,"Trident Tower (Room-1007), 57, Purana Paltan Line, VIP Road, Dhaka-1000",['01711970489'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184534/OwnerPhoto_Screenshot_1.png
"Mr. Md. Jasim Uddin, Proprietor",J.K.N INT. TOURS & TRAVELS,jknint2020@gmail.com,"166/167, Al Razi Complex, Shaheed Syed Nazrul Islam Sarani, Paltan, Dhaka-1000",['01789006514'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184535/OwnerPhoto_Screenshot_8.png
"Mr. Roselan Araf, Managing Director",Raseul Tours & Travels Ltd.,raseulgroupco@gmail.com,"67/1, Paltan China Town(E-19/1), Naya Paltan, Paltan, Dhaka-1000.",01716117710, 01751373869,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184536/OwnerPhoto_RasulScreenshot 2023-03-11 131042.png
"Mr. Md. Mizanur Rahman (Sumon), Proprietor",Sumon Air International,sumonpatowary14700@gmail.com,"Khalil Manson, 149/A, (1st Floor), D. I. T. Ext: Road, Motijheel , Dhaka.",01619491470, 01979491470,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184537/OwnerPhoto_149.jpg
"Mr. Mir Mehedi Hasan, Proprietor",Sabreen Travels & Tours,sabreentnt@gmail.com,"95, Green Road, B.T.I Central Plaza, Framgate, Dhaka-1215",['01720244135'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184538/OwnerPhoto_Sabreen Travels & Tours photo.png
"Mr. Badsha Islam Nirob, Proprietor",Perfect Holiday,perfectholidaybd@gmail.com,"74/B/1, Green Road, RH Home Center, 3rd Floor, Shop no. 301, Tejgaon, Dhaka.",['01919602504'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184539/OwnerPhoto_Perfect Holiday pic20230601_18530010.jpg
"Mr. Rayhan Munshi, Proprietor",Naria Holidays,nariaholidays@gmail.com,"Sky View Trade Vally (13th Floor) 66/1,VIP Road,Naya Paltan,Dhaka-1000.",['01758977083'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184540/OwnerPhoto_NariaScreenshot 2023-03-11 131200.png
"Mr. Md. Abdul Mannan, Proprietor",Mahira Air Aviation,demo-c8722bca-2104-4ef3-b2be-b842bf2872a2@gmail.com,"Guljar Tower (3rd Floor), C-Block, 35/36 No Dokan, Chotesshori Road, Chawkbazar, Chittagong",['01670455783'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184541/OwnerPhoto_Photo 303.jpg
"Mr. Md. Azizul Hoque, Proprietor",A.T. Travel Network,attravelnetwork@gmail.com,"78, Naya Palton, Shanjari Tower (4th Floor), Mosjhid Goli, Dhaka-1000",['01974126168'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184542/OwnerPhoto_Photo 240.jpg
"Mr. Md. Abdul Mannan, Proprietor",SEDO TRAVELS,mmannan1969@gmail.com,"78, Naya Palton, Shanjari Tower (4th Floor), Mosjhid Goli, Dhaka-1000",['01712022562'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184543/OwnerPhoto_SEDO Travels photo20230603_10500636.jpg
"Mr. Kazi Mashfiqur Rahman, Proprietor",ASIATIC TRAVELS,asiatictravelsbd@gmail.com,"China Town, (6th Floor) W 7/10,67/1, Nayapaltan,Dhaka-1000",['01678131601'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184544/OwnerPhoto_Photo 203.jpg
"Mr. Belal Hossain, Proprietor",Mis Falah International,misfalahinternational@gmail.com,"8/34, Zilla Parishad Super Market (1st Floor), Court Road, Laldighi, P.O.- GPO-4000",01819164913, 01719808585,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184545/OwnerPhoto_Photo 312.jpg
"Mr. Abul Kashem, Proprietor",Ritu International,rituinternational@gmail.com,"RITU INTERNATIONAL, SHAJAHAN COMPLEX, MAIN ROAD, SONAGAZI, FENI.",01711713870, 01827342197,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184546/OwnerPhoto_photo317.jpg
"Mr. Mohammed Geas Uddin, Proprietor",Kanon International,giasuddin0106.gu@gmail.com,"37 RAC Chamber , Rajapukur Lane , Anderkillah , Chattogram",01817244033, 01720488404,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184547/OwnerPhoto_Photo 298.jpg
"Mr. Md. Zahurul Islam, Proprietor",OTA Sifat BD. Com,sifatagency@gmail.com,"Parjatan Motel, In Gate, Rangpur",['01730884310'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184548/OwnerPhoto_251. OwnerPhoto_Photo021.jpg
"Mr. Rakibur Rahman, Proprietor",Universe Travel and Tours,universetravels.bd87@gmail.com,"30/A, 3rd Floor, Room No-C, Purana Paltan Line, Paltan, Dhaka-1000.",['01716357314'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184549/OwnerPhoto_252. OwnerPhoto_Photo034.jpg
"Mr. Asaduzzaman, Proprietor",Shahin Tours & Travels,shahin183192@gmail.com,"Ram Kanai Market (1st Floor), Kumarsheel Avenue, Brahmanbaria",['01735601010'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184550/OwnerPhoto_253. OwnerPhoto_Photo028.jpg
"Mr. Masud Uddin Ahmed, Proprietor",Kabar Pathe Air Travels,kabarpatheairtravels@gmail.com,"218, Tropicana Tower (9th Floor) Shaheed Syed Nazrul Islam Swarani, Old Paltan, Dhaka-1000",['01733116161'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184551/OwnerPhoto_Photo 259.jpg
"Mr. Md Samim Kobir, Proprietor",AS SAFA AIR TRAVELS,assafaairtravels786@gmail.com,"12/A Anik Plaza, Plot-155, Road-1, Mirpur-12 Dhaka-1216",['01747704786'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184552/OwnerPhoto_Photo276.jpg
"Mr. Mojaffor Hossain Ripon, Proprietor",Holiday Tours & Travels,holidaytours2020@gmail.com,"Room-128/129, 123 New Kakrail Road (1st Floor), Ramna, Dhaka-1217",['01780001166'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184553/OwnerPhoto_Photo050.jpg
"Mr. Nijam Uddin Khan, Managing Partner",Mishuk Travels & Tours,mishuktours@gmail.com,"177, Shahid Syed Nazrul Islam Sharani (Bijoy Nagar), Mahtab Centre (6th Floor), Dhaka-1000",01979214590, 01713004061,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184554/OwnerPhoto_Mishuk Travels & Tours photo20230601_17213049.jpg
"Mr. Mohammed Jamal Hossain, Managing Partner",Shayan Travel & Tours,shayantraveltoursbd@gmail.com,"167/5 D.I.T Extension Road, Fakirapool (1st Floor), Motijheel, Dhaka-1000.",['01730160111'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184555/OwnerPhoto_258. OwnerPhoto_Photo 247.jpg
"Mr. Md Afsar Ali, Proprietor",Afiya Travel & Tourism,afiyatravel2016@gmail.com,"Darussalam Arcade, (6Th Floor) Suite-01, 14 Purana Paltan, Dhaka-1000",['01974306402'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184556/OwnerPhoto_photo001.jpg
"Mr. Rana Sikder, Managing Director",Gracy Air Travels Ltd,gracyairtravels@gmail.com,"9-Kha, Confidence Center, Suite-350(2nd Floor), Shahjadpur, Gulshan, Dhaka",['01713818120'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184557/OwnerPhoto_Photo.jpg
"Md. Mijanur Rahman, Propritor",R Rafi Holy Travels,mijanur6452@gmail.com,"Dag-802, Natun Bazar (4th floor),Vatara Dhaka-1212",['01720299497'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184558/OwnerPhoto_265. OwnerPhoto_Photo057.jpg
